feature	isolate	nearest_gene	nearest_te	scaffold
atg5868	MNH120	416	10142	scaffold_722
atg5869	MNH120	416	8589	scaffold_722
atg5870	MNH120	653	5049	scaffold_722
atg5871	MNH120	392	2911	scaffold_722
atg5872	MNH120	392	11	scaffold_722
atg5873	MNH120	2095	280	scaffold_722
atg5874	MNH120	270	3901	scaffold_722
atg5875	MNH120	270	6244	scaffold_722
atg5876	MNH120	274	5751	scaffold_722
atg5877	MNH120	225	3728	scaffold_722
atg5878	MNH120	225	2435	scaffold_722
atg5879	MNH120	524	296	scaffold_722
atg5880	MNH120	109	381	scaffold_722
atg5881	MNH120	109	1948	scaffold_722
atg5882	MNH120	484	4364	scaffold_722
atg5883	MNH120	339	10231	scaffold_722
atg5884	MNH120	339	10446	scaffold_722
atg5885	MNH120	701	9424	scaffold_722
atg5886	MNH120	353	7596	scaffold_722
atg5887	MNH120	353	6233	scaffold_722
atg5888	MNH120	432	3887	scaffold_722
atg5889	MNH120	202	1813	scaffold_722
atg5890	MNH120	202	746	scaffold_722
atg5891	MNH120	325	41	scaffold_722
atg5892	MNH120	1592	1213	scaffold_722
atg5893	MNH120	1592	1633	scaffold_722
atg756	MNH120	46	598	scaffold_129
atg757	MNH120	46	1162	scaffold_129
atg7880	MNH120	2541	27	scaffold_880
atg7881	MNH120	2541	62	scaffold_880
atg7882	MNH120	351	3	scaffold_880
atg7883	MNH120	351	3	scaffold_880
atg7884	MNH120	47	39	scaffold_880
atg7885	MNH120	47	160	scaffold_880
atg7886	MNH120	80	79	scaffold_880
atg7887	MNH120	670	10	scaffold_880
atg7888	MNH120	221	4	scaffold_880
atg7889	MNH120	221	46	scaffold_880
atg7890	MNH120	946	3	scaffold_880
atg7891	MNH120	946	140	scaffold_880
atg7892	MNH120	1048	262	scaffold_880
atg7893	MNH120	863	3	scaffold_880
atg7894	MNH120	863	154	scaffold_880
atg7895	MNH120	1211	16	scaffold_880
atg7896	MNH120	4587	38	scaffold_880
atg7897	MNH120	1311	5	scaffold_880
atg7898	MNH120	1311	143	scaffold_880
atg7899	MNH120	1236	2	scaffold_880
atg7900	MNH120	1236	33	scaffold_880
atg7901	MNH120	636	2	scaffold_880
atg7902	MNH120	636	22	scaffold_880
atg7903	MNH120	949	37	scaffold_880
atg7904	MNH120	6997	33	scaffold_880
atg7905	MNH120	7084	304	scaffold_880
atg7906	MNH120	686	17	scaffold_880
atg7907	MNH120	686	99	scaffold_880
atg7908	MNH120	1044	9	scaffold_880
atg7909	MNH120	265	11	scaffold_880
atg7910	MNH120	264	20	scaffold_880
atg7911	MNH120	264	36	scaffold_880
atg7912	MNH120	484	1	scaffold_880
atg7913	MNH120	826	14	scaffold_880
atg7914	MNH120	826	17	scaffold_880
atg7915	MNH120	42	3	scaffold_880
atg7916	MNH120	42	35	scaffold_880
atg7917	MNH120	993	155	scaffold_880
atg7918	MNH120	1436	68	scaffold_880
atg7919	MNH120	1436	34	scaffold_880
atg7920	MNH120	284	36	scaffold_880
atg7921	MNH120	284	14	scaffold_880
atg7922	MNH120	154	1	scaffold_880
atg7923	MNH120	154	28	scaffold_880
atg7924	MNH120	659	59	scaffold_880
atg7925	MNH120	342	223	scaffold_880
atg7926	MNH120	236	866	scaffold_880
atg7927	MNH120	236	469	scaffold_880
atg7928	MNH120	581	344	scaffold_880
atg7929	MNH120	426	693	scaffold_880
atg7930	MNH120	426	1797	scaffold_880
atg7931	MNH120	532	3916	scaffold_880
atg7932	MNH120	1042	7299	scaffold_880
atg7933	MNH120	1042	6746	scaffold_880
atg7934	MNH120	1451	2811	scaffold_880
atg7935	MNH120	1451	340	scaffold_880
atg7936	MNH120	4511	870	scaffold_880
atg7937	MNH120	1736	11	scaffold_880
atg7938	MNH120	171	1926	scaffold_880
atg7939	MNH120	171	3001	scaffold_880
atg7940	MNH120	1669	8837	scaffold_880
atg7941	MNH120	1797	11518	scaffold_880
atg7942	MNH120	610	11992	scaffold_880
atg7943	MNH120	610	9921	scaffold_880
atg7944	MNH120	696	8797	scaffold_880
atg7945	MNH120	724	6822	scaffold_880
atg7946	MNH120	1508	3811	scaffold_880
atg7947	MNH120	2513	204	scaffold_880
atg7948	MNH120	306	890	scaffold_880
atg7949	MNH120	306	3483	scaffold_880
atg7950	MNH120	231	4598	scaffold_880
atg7951	MNH120	231	4784	scaffold_880
atg7952	MNH120	1852	264	scaffold_880
atg7953	MNH120	411	185	scaffold_880
atg7954	MNH120	117	6	scaffold_880
atg7955	MNH120	117	1456	scaffold_880
atg7956	MNH120	2481	408	scaffold_880
atg7957	MNH120	1158	3191	scaffold_880
atg7958	MNH120	625	6925	scaffold_880
atg7959	MNH120	492	5316	scaffold_880
atg7960	MNH120	289	3336	scaffold_880
atg7961	MNH120	289	758	scaffold_880
atg7962	MNH120	1322	662	scaffold_880
atg7963	MNH120	172	2626	scaffold_880
atg7964	MNH120	172	5096	scaffold_880
atg7965	MNH120	490	2240	scaffold_880
atg7966	MNH120	619	647	scaffold_880
atg7967	MNH120	546	514	scaffold_880
atg7968	MNH120	546	3097	scaffold_880
atg7969	MNH120	464	1467	scaffold_880
atg7970	MNH120	464	688	scaffold_880
atg7971	MNH120	574	23	scaffold_880
atg7972	MNH120	573	271	scaffold_880
atg7973	MNH120	573	181	scaffold_880
atg7974	MNH120	559	175	scaffold_880
atg7975	MNH120	559	769	scaffold_880
atg7976	MNH120	91	2938	scaffold_880
atg7977	MNH120	91	3113	scaffold_880
atg7978	MNH120	702	1091	scaffold_880
atg7979	MNH120	1862	284	scaffold_880
atg7980	MNH120	39	2481	scaffold_880
atg7981	MNH120	39	1655	scaffold_880
atg7982	MNH120	736	919	scaffold_880
atg7983	MNH120	2604	3	scaffold_880
atg7984	MNH120	2270	751	scaffold_880
atg7985	MNH120	786	1014	scaffold_880
atg7986	MNH120	678	3152	scaffold_880
atg7987	MNH120	678	5546	scaffold_880
atg7988	MNH120	756	3773	scaffold_880
atg7989	MNH120	525	1855	scaffold_880
atg7990	MNH120	525	371	scaffold_880
atg7991	MNH120	1236	695	scaffold_880
atg7992	MNH120	1236	2971	scaffold_880
atg7993	MNH120	876	8544	scaffold_880
atg7994	MNH120	206	11520	scaffold_880
atg7995	MNH120	206	13254	scaffold_880
atg7996	MNH120	968	15598	scaffold_880
atg7997	MNH120	199	19589	scaffold_880
atg7998	MNH120	199	20369	scaffold_880
atg7999	MNH120	937	17769	scaffold_880
atg8000	MNH120	1321	13303	scaffold_880
atg8001	MNH120	1321	11775	scaffold_880
atg8002	MNH120	199	7738	scaffold_880
atg8003	MNH120	199	7235	scaffold_880
atg8004	MNH120	1111	1684	scaffold_880
atg8005	MNH120	1111	198	scaffold_880
atg8006	MNH120	2063	5580	scaffold_880
atg8007	MNH120	1360	6660	scaffold_880
atg8008	MNH120	604	4811	scaffold_880
atg8009	MNH120	604	3610	scaffold_880
atg8010	MNH120	986	848	scaffold_880
atg8011	MNH120	69	2341	scaffold_880
atg8012	MNH120	69	3328	scaffold_880
atg8013	MNH120	174	3901	scaffold_880
atg8014	MNH120	1557	7044	scaffold_880
atg8015	MNH120	639	5067	scaffold_880
atg8016	MNH120	639	2699	scaffold_880
atg8017	MNH120	535	1172	scaffold_880
atg8018	MNH120	535	2855	scaffold_880
atg8019	MNH120	634	1412	scaffold_880
atg8020	MNH120	397	778	scaffold_880
atg8021	MNH120	397	6181	scaffold_880
atg8022	MNH120	1899	8441	scaffold_880
atg8023	MNH120	1276	4364	scaffold_880
atg8024	MNH120	464	1009	scaffold_880
atg8025	MNH120	286	1473	scaffold_880
atg8026	MNH120	199	4646	scaffold_880
atg8027	MNH120	172	7686	scaffold_880
atg8028	MNH120	172	8315	scaffold_880
atg8029	MNH120	844	9474	scaffold_880
atg8030	MNH120	2317	12121	scaffold_880
atg8031	MNH120	266	12584	scaffold_880
atg8032	MNH120	266	9657	scaffold_880
atg8033	MNH120	400	8451	scaffold_880
atg8034	MNH120	522	4882	scaffold_880
atg8035	MNH120	203	3801	scaffold_880
atg8036	MNH120	203	1462	scaffold_880
atg8037	MNH120	282	649	scaffold_880
atg4428	MNH120	790	7	scaffold_635
atg4429	MNH120	790	18	scaffold_635
atg4430	MNH120	2416	46	scaffold_635
atg4431	MNH120	719	37	scaffold_635
atg4432	MNH120	719	39	scaffold_635
atg4433	MNH120	184	258	scaffold_635
atg4434	MNH120	184	270	scaffold_635
atg4435	MNH120	276	5	scaffold_635
atg4436	MNH120	276	57	scaffold_635
atg4437	MNH120	39	3	scaffold_635
atg4438	MNH120	39	7	scaffold_635
atg4439	MNH120	332	2	scaffold_635
atg4440	MNH120	381	7	scaffold_635
atg4441	MNH120	51	13	scaffold_635
atg4442	MNH120	51	64	scaffold_635
atg4443	MNH120	537	27	scaffold_635
atg4444	MNH120	223	321	scaffold_635
atg4445	MNH120	131	86	scaffold_635
atg4446	MNH120	131	7	scaffold_635
atg4447	MNH120	366	1	scaffold_635
atg4448	MNH120	553	12	scaffold_635
atg4449	MNH120	553	28	scaffold_635
atg4450	MNH120	439	2	scaffold_635
atg4451	MNH120	439	47	scaffold_635
atg4452	MNH120	674	4	scaffold_635
atg4453	MNH120	742	16	scaffold_635
atg4454	MNH120	381	43	scaffold_635
atg4455	MNH120	381	39	scaffold_635
atg4456	MNH120	1075	10	scaffold_635
atg4457	MNH120	1030	73	scaffold_635
atg4458	MNH120	1030	40	scaffold_635
atg4459	MNH120	1110	25	scaffold_635
atg4460	MNH120	133	86	scaffold_635
atg4461	MNH120	133	33	scaffold_635
atg12248	MNH120	2985	19	scaffold_1007
atg12249	MNH120	1313	20	scaffold_1007
atg12250	MNH120	801	74	scaffold_1007
atg12251	MNH120	192	1	scaffold_1007
atg12252	MNH120	192	12	scaffold_1007
atg12253	MNH120	1535	7	scaffold_1007
atg12254	MNH120	1535	25	scaffold_1007
atg12255	MNH120	1948	16	scaffold_1007
atg12256	MNH120	1427	59	scaffold_1007
atg12257	MNH120	304	32	scaffold_1007
atg12258	MNH120	304	8	scaffold_1007
atg12259	MNH120	705	24	scaffold_1007
atg12260	MNH120	686	6	scaffold_1007
atg12261	MNH120	686	10	scaffold_1007
atg12262	MNH120	1009	4	scaffold_1007
atg12263	MNH120	481	4	scaffold_1007
atg12264	MNH120	481	61	scaffold_1007
atg12265	MNH120	572	36	scaffold_1007
atg12266	MNH120	913	3	scaffold_1007
atg12267	MNH120	913	3	scaffold_1007
atg12268	MNH120	622	38	scaffold_1007
atg12269	MNH120	622	107	scaffold_1007
atg12270	MNH120	56	25	scaffold_1007
atg12271	MNH120	49	14	scaffold_1007
atg12272	MNH120	49	63	scaffold_1007
atg12273	MNH120	896	89	scaffold_1007
atg12274	MNH120	2118	27	scaffold_1007
atg12275	MNH120	392	7	scaffold_1007
atg12276	MNH120	392	3	scaffold_1007
atg12277	MNH120	53	13	scaffold_1007
atg12278	MNH120	53	6	scaffold_1007
atg12279	MNH120	1094	22	scaffold_1007
atg12280	MNH120	401	5	scaffold_1007
atg12281	MNH120	401	4	scaffold_1007
atg12282	MNH120	1597	19	scaffold_1007
atg12283	MNH120	1597	49	scaffold_1007
atg12284	MNH120	1394	34	scaffold_1007
atg12285	MNH120	1394	3	scaffold_1007
atg12286	MNH120	755	3	scaffold_1007
atg12287	MNH120	706	2	scaffold_1007
atg12288	MNH120	230	6	scaffold_1007
atg12289	MNH120	230	24	scaffold_1007
atg12290	MNH120	1755	10	scaffold_1007
atg12291	MNH120	2375	2	scaffold_1007
atg12292	MNH120	187	25	scaffold_1007
atg12293	MNH120	83	97	scaffold_1007
atg12294	MNH120	83	15	scaffold_1007
atg12295	MNH120	1102	14	scaffold_1007
atg12296	MNH120	1102	27	scaffold_1007
atg12297	MNH120	1468	98	scaffold_1007
atg12298	MNH120	556	35	scaffold_1007
atg12299	MNH120	556	43	scaffold_1007
atg12300	MNH120	95	1	scaffold_1007
atg12301	MNH120	95	31	scaffold_1007
atg12302	MNH120	215	1	scaffold_1007
atg12303	MNH120	5680	207	scaffold_1007
atg12304	MNH120	133	2	scaffold_1007
atg12305	MNH120	133	22	scaffold_1007
atg12306	MNH120	35	72	scaffold_1007
atg12307	MNH120	35	37	scaffold_1007
atg12308	MNH120	369	93	scaffold_1007
atg12309	MNH120	544	84	scaffold_1007
atg12310	MNH120	1024	543	scaffold_1007
atg12311	MNH120	495	4	scaffold_1007
atg12312	MNH120	495	2	scaffold_1007
atg12313	MNH120	495	36	scaffold_1007
atg12314	MNH120	661	69	scaffold_1007
atg12315	MNH120	661	128	scaffold_1007
atg12316	MNH120	969	2586	scaffold_1007
atg12317	MNH120	969	7451	scaffold_1007
atg12318	MNH120	588	11291	scaffold_1007
atg12319	MNH120	180	14591	scaffold_1007
atg12320	MNH120	180	15647	scaffold_1007
atg12321	MNH120	1139	18796	scaffold_1007
atg12322	MNH120	1785	20821	scaffold_1007
atg12323	MNH120	298	16351	scaffold_1007
atg12324	MNH120	58	15412	scaffold_1007
atg12325	MNH120	58	13560	scaffold_1007
atg12326	MNH120	987	6767	scaffold_1007
atg12327	MNH120	515	4694	scaffold_1007
atg12328	MNH120	497	3696	scaffold_1007
atg12329	MNH120	387	2912	scaffold_1007
atg12330	MNH120	330	1640	scaffold_1007
atg12331	MNH120	23	626	scaffold_1007
atg12332	MNH120	23	144	scaffold_1007
atg12333	MNH120	543	1303	scaffold_1007
atg12334	MNH120	543	2769	scaffold_1007
atg12335	MNH120	573	667	scaffold_1007
atg12336	MNH120	964	35	scaffold_1007
atg12337	MNH120	1069	561	scaffold_1007
atg12338	MNH120	1069	247	scaffold_1007
atg12339	MNH120	1472	718	scaffold_1007
atg12340	MNH120	358	2585	scaffold_1007
atg12341	MNH120	358	599	scaffold_1007
atg12342	MNH120	295	143	scaffold_1007
atg12343	MNH120	295	2352	scaffold_1007
atg12344	MNH120	210	5449	scaffold_1007
atg12345	MNH120	210	6737	scaffold_1007
atg12346	MNH120	577	8808	scaffold_1007
atg12347	MNH120	698	17252	scaffold_1007
atg12348	MNH120	622	13368	scaffold_1007
atg12349	MNH120	622	10741	scaffold_1007
atg12350	MNH120	484	8631	scaffold_1007
atg12351	MNH120	484	6741	scaffold_1007
atg12352	MNH120	1225	642	scaffold_1007
atg12353	MNH120	1753	1308	scaffold_1007
atg12354	MNH120	1216	3959	scaffold_1007
atg12355	MNH120	1216	1798	scaffold_1007
atg12356	MNH120	836	110	scaffold_1007
atg12357	MNH120	836	631	scaffold_1007
atg12358	MNH120	31	777	scaffold_1007
atg12359	MNH120	31	518	scaffold_1007
atg12360	MNH120	586	593	scaffold_1007
atg12361	MNH120	586	2605	scaffold_1007
atg12362	MNH120	717	2097	scaffold_1007
atg12363	MNH120	113	438	scaffold_1007
atg12364	MNH120	113	325	scaffold_1007
atg12365	MNH120	1058	16	scaffold_1007
atg12366	MNH120	162	97	scaffold_1007
atg12367	MNH120	162	31	scaffold_1007
atg12368	MNH120	1424	870	scaffold_1007
atg12369	MNH120	1424	135	scaffold_1007
atg12370	MNH120	2283	2096	scaffold_1007
atg12371	MNH120	1177	4963	scaffold_1007
atg12372	MNH120	1177	4852	scaffold_1007
atg12373	MNH120	1955	1627	scaffold_1007
atg12374	MNH120	339	629	scaffold_1007
atg12375	MNH120	339	50	scaffold_1007
atg12376	MNH120	614	499	scaffold_1007
atg12377	MNH120	517	382	scaffold_1007
atg12378	MNH120	517	2453	scaffold_1007
atg12379	MNH120	543	4461	scaffold_1007
atg12380	MNH120	251	6728	scaffold_1007
atg12381	MNH120	145	7676	scaffold_1007
atg12382	MNH120	145	6648	scaffold_1007
atg12383	MNH120	429	5308	scaffold_1007
atg12384	MNH120	842	3014	scaffold_1007
atg12385	MNH120	842	454	scaffold_1007
atg12386	MNH120	856	219	scaffold_1007
atg12387	MNH120	1436	128	scaffold_1007
atg12388	MNH120	834	1583	scaffold_1007
atg12389	MNH120	175	3930	scaffold_1007
atg12390	MNH120	175	5416	scaffold_1007
atg12391	MNH120	727	7718	scaffold_1007
atg12392	MNH120	727	9548	scaffold_1007
atg12393	MNH120	294	5605	scaffold_1007
atg12394	MNH120	112	3882	scaffold_1007
atg12395	MNH120	112	2169	scaffold_1007
atg12396	MNH120	69	325	scaffold_1007
atg12397	MNH120	69	256	scaffold_1007
atg12398	MNH120	727	1952	scaffold_1007
atg12399	MNH120	286	1240	scaffold_1007
atg12400	MNH120	286	601	scaffold_1007
atg12401	MNH120	891	1192	scaffold_1007
atg12402	MNH120	468	3184	scaffold_1007
atg12403	MNH120	468	4343	scaffold_1007
atg12404	MNH120	653	6028	scaffold_1007
atg12405	MNH120	319	8149	scaffold_1007
atg12406	MNH120	37	9386	scaffold_1007
atg12407	MNH120	37	9702	scaffold_1007
atg12408	MNH120	703	11784	scaffold_1007
atg12409	MNH120	146	15421	scaffold_1007
atg12410	MNH120	146	15822	scaffold_1007
atg12411	MNH120	515	17622	scaffold_1007
atg12412	MNH120	159	18478	scaffold_1007
atg12413	MNH120	159	17232	scaffold_1007
atg12414	MNH120	712	14647	scaffold_1007
atg12415	MNH120	712	13452	scaffold_1007
atg12416	MNH120	777	8637	scaffold_1007
atg12417	MNH120	777	6786	scaffold_1007
atg12418	MNH120	2667	1894	scaffold_1007
atg12419	MNH120	1536	2212	scaffold_1007
atg12420	MNH120	754	4468	scaffold_1007
atg12421	MNH120	754	2747	scaffold_1007
atg12422	MNH120	4824	763	scaffold_1007
atg12423	MNH120	1467	6883	scaffold_1007
atg12424	MNH120	212	9680	scaffold_1007
atg12425	MNH120	212	10378	scaffold_1007
atg12426	MNH120	1027	12319	scaffold_1007
atg12427	MNH120	1027	11402	scaffold_1007
atg12428	MNH120	482	8012	scaffold_1007
atg12429	MNH120	189	6398	scaffold_1007
atg12430	MNH120	189	2478	scaffold_1007
atg12431	MNH120	1511	225	scaffold_1007
atg12432	MNH120	1576	3139	scaffold_1007
atg12433	MNH120	1459	105	scaffold_1007
atg12434	MNH120	959	995	scaffold_1007
atg12435	MNH120	959	162	scaffold_1007
atg4672	MNH120	2165	145	scaffold_619
atg4673	MNH120	429	145	scaffold_619
atg4674	MNH120	429	45	scaffold_619
atg4675	MNH120	743	1736	scaffold_619
atg4676	MNH120	257	4252	scaffold_619
atg4677	MNH120	257	6034	scaffold_619
atg4678	MNH120	489	4511	scaffold_619
atg4679	MNH120	489	2001	scaffold_619
atg4680	MNH120	1149	852	scaffold_619
atg4681	MNH120	651	3159	scaffold_619
atg4682	MNH120	651	4801	scaffold_619
atg4683	MNH120	262	4790	scaffold_619
atg4684	MNH120	262	3011	scaffold_619
atg4685	MNH120	24	487	scaffold_619
atg4686	MNH120	24	8	scaffold_619
atg4687	MNH120	289	830	scaffold_619
atg4688	MNH120	289	618	scaffold_619
atg4689	MNH120	974	99	scaffold_619
atg4690	MNH120	1291	5939	scaffold_619
atg4691	MNH120	241	9570	scaffold_619
atg4692	MNH120	241	11661	scaffold_619
atg4693	MNH120	752	13972	scaffold_619
atg4694	MNH120	752	16475	scaffold_619
atg4695	MNH120	235	12203	scaffold_619
atg4696	MNH120	132	10657	scaffold_619
atg4697	MNH120	132	8933	scaffold_619
atg4698	MNH120	331	7054	scaffold_619
atg4699	MNH120	331	741	scaffold_619
atg4700	MNH120	2128	4116	scaffold_619
atg4701	MNH120	2128	7415	scaffold_619
atg4702	MNH120	1206	675	scaffold_619
atg4703	MNH120	1030	4859	scaffold_619
atg4704	MNH120	1030	4072	scaffold_619
atg4705	MNH120	1442	472	scaffold_619
atg4706	MNH120	407	914	scaffold_619
atg4707	MNH120	407	323	scaffold_619
atg4708	MNH120	703	653	scaffold_619
atg4709	MNH120	703	1949	scaffold_619
atg4710	MNH120	396	4158	scaffold_619
atg4711	MNH120	396	6953	scaffold_619
atg4712	MNH120	968	6761	scaffold_619
atg4713	MNH120	968	5409	scaffold_619
atg4714	MNH120	838	2998	scaffold_619
atg4715	MNH120	151	120	scaffold_619
atg4716	MNH120	151	31	scaffold_619
atg4717	MNH120	56	633	scaffold_619
atg4718	MNH120	56	3029	scaffold_619
atg4719	MNH120	209	4156	scaffold_619
atg4720	MNH120	398	5404	scaffold_619
atg4721	MNH120	244	6839	scaffold_619
atg4722	MNH120	194	4268	scaffold_619
atg4723	MNH120	194	3743	scaffold_619
atg4724	MNH120	463	2547	scaffold_619
atg4725	MNH120	463	399	scaffold_619
atg4726	MNH120	1530	2791	scaffold_619
atg4727	MNH120	868	5888	scaffold_619
atg4728	MNH120	868	8607	scaffold_619
atg4729	MNH120	791	6722	scaffold_619
atg4730	MNH120	791	4604	scaffold_619
atg4731	MNH120	114	1895	scaffold_619
atg4732	MNH120	114	1517	scaffold_619
atg4733	MNH120	561	831	scaffold_619
atg4734	MNH120	2062	7	scaffold_619
atg4735	MNH120	2547	11317	scaffold_619
atg4736	MNH120	2547	10750	scaffold_619
atg4737	MNH120	214	2117	scaffold_619
atg4738	MNH120	214	423	scaffold_619
atg4739	MNH120	1132	43	scaffold_619
atg4740	MNH120	1090	428	scaffold_619
atg4741	MNH120	80	473	scaffold_619
atg4742	MNH120	80	2610	scaffold_619
atg4743	MNH120	140	3118	scaffold_619
atg4744	MNH120	1519	7832	scaffold_619
atg4745	MNH120	1810	10749	scaffold_619
atg4746	MNH120	599	13151	scaffold_619
atg4747	MNH120	599	11506	scaffold_619
atg4748	MNH120	1011	9471	scaffold_619
atg4749	MNH120	522	1366	scaffold_619
atg4750	MNH120	166	603	scaffold_619
atg4751	MNH120	166	769	scaffold_619
atg4752	MNH120	1085	4126	scaffold_619
atg4753	MNH120	172	1009	scaffold_619
atg4754	MNH120	172	837	scaffold_619
atg4755	MNH120	392	1448	scaffold_619
atg4756	MNH120	893	3952	scaffold_619
atg4757	MNH120	760	6826	scaffold_619
atg4758	MNH120	658	8415	scaffold_619
atg4759	MNH120	47	10162	scaffold_619
atg4760	MNH120	47	12829	scaffold_619
atg4761	MNH120	402	15751	scaffold_619
atg4762	MNH120	244	16500	scaffold_619
atg4763	MNH120	244	17952	scaffold_619
atg4764	MNH120	1172	21697	scaffold_619
atg4765	MNH120	929	24244	scaffold_619
atg4766	MNH120	93	20967	scaffold_619
atg4767	MNH120	93	19732	scaffold_619
atg4768	MNH120	1364	16185	scaffold_619
atg4769	MNH120	2105	6661	scaffold_619
atg4770	MNH120	2105	3837	scaffold_619
atg4771	MNH120	315	878	scaffold_619
atg4772	MNH120	315	2835	scaffold_619
atg4773	MNH120	287	5763	scaffold_619
atg4774	MNH120	287	7067	scaffold_619
atg4775	MNH120	596	8748	scaffold_619
atg4776	MNH120	1327	11513	scaffold_619
atg4777	MNH120	1106	14051	scaffold_619
atg4778	MNH120	269	16359	scaffold_619
atg4779	MNH120	269	11303	scaffold_619
atg4780	MNH120	1256	8216	scaffold_619
atg4781	MNH120	976	4302	scaffold_619
atg4782	MNH120	976	590	scaffold_619
atg4783	MNH120	495	775	scaffold_619
atg4784	MNH120	495	140	scaffold_619
atg4785	MNH120	648	87	scaffold_619
atg4786	MNH120	648	1425	scaffold_619
atg4787	MNH120	801	3633	scaffold_619
atg4788	MNH120	306	5039	scaffold_619
atg4789	MNH120	306	6807	scaffold_619
atg4790	MNH120	183	9431	scaffold_619
atg4791	MNH120	183	9926	scaffold_619
atg4792	MNH120	1768	12234	scaffold_619
atg4793	MNH120	332	11775	scaffold_619
atg4794	MNH120	144	9610	scaffold_619
atg4795	MNH120	144	9007	scaffold_619
atg4796	MNH120	312	7022	scaffold_619
atg4797	MNH120	982	1207	scaffold_619
atg4798	MNH120	1497	189	scaffold_619
atg4799	MNH120	4556	56	scaffold_619
atg4378	MNH120	580	6	scaffold_603
atg4379	MNH120	580	1258	scaffold_603
atg4380	MNH120	523	671	scaffold_603
atg4381	MNH120	523	1216	scaffold_603
atg11499	MNH120	82	257	scaffold_1011
atg11500	MNH120	82	401	scaffold_1011
atg11501	MNH120	409	2219	scaffold_1011
atg11502	MNH120	409	510	scaffold_1011
atg11503	MNH120	145	494	scaffold_1011
atg11504	MNH120	145	1549	scaffold_1011
atg11505	MNH120	664	3510	scaffold_1011
atg11506	MNH120	599	3895	scaffold_1011
atg11507	MNH120	599	1419	scaffold_1011
atg11508	MNH120	3000	286	scaffold_1011
atg11509	MNH120	1044	731	scaffold_1011
atg11510	MNH120	1044	285	scaffold_1011
atg11511	MNH120	119	4959	scaffold_1011
atg11512	MNH120	119	7533	scaffold_1011
atg11513	MNH120	172	8065	scaffold_1011
atg11514	MNH120	230	8844	scaffold_1011
atg11515	MNH120	186	10201	scaffold_1011
atg11516	MNH120	186	8881	scaffold_1011
atg11517	MNH120	564	6948	scaffold_1011
atg11518	MNH120	564	4845	scaffold_1011
atg11519	MNH120	789	1940	scaffold_1011
atg11520	MNH120	789	470	scaffold_1011
atg11521	MNH120	317	63	scaffold_1011
atg11522	MNH120	317	169	scaffold_1011
atg11523	MNH120	857	732	scaffold_1011
atg11524	MNH120	857	125	scaffold_1011
atg11525	MNH120	963	35	scaffold_1011
atg11526	MNH120	240	454	scaffold_1011
atg11527	MNH120	240	1245	scaffold_1011
atg11528	MNH120	1832	1091	scaffold_1011
atg11529	MNH120	1832	903	scaffold_1011
atg11530	MNH120	3061	1581	scaffold_1011
