isolate	length	scaffold
I61A	45934	NODE_5670_length_45882_cov_9.427924
I61A	26507	NODE_35348_length_26407_cov_9.285038
I61A	5337	NODE_1661_length_5219_cov_12.196781
I61A	96542	NODE_3774_length_97050_cov_9.069232
I61A	56397	NODE_3854_length_56713_cov_9.115265
I61A	155543	NODE_42427_length_156420_cov_9.250620
I61A	124558	NODE_16135_length_124976_cov_9.521764
I61A	7000	NODE_5591_length_6882_cov_9.092561
I61A	91382	NODE_10747_length_91515_cov_9.687363
I61A	44836	NODE_8567_length_44826_cov_9.915563
I61A	161210	NODE_16566_length_161811_cov_9.742607
I61A	19007	NODE_21523_length_18992_cov_9.111047
I61A	43747	NODE_8910_length_43853_cov_10.234967
I61A	152291	NODE_3514_length_153341_cov_9.457354
I61A	276191	NODE_15606_length_277149_cov_9.516084
I61A	54601	NODE_10142_length_54552_cov_9.711505
I61A	145696	NODE_5328_length_145817_cov_9.595150
I61A	126044	NODE_4482_length_126394_cov_9.344985
I61A	78472	NODE_23064_length_78654_cov_9.443957
I61A	72570	NODE_25563_length_72708_cov_9.367649
I61A	204221	NODE_15449_length_205590_cov_9.511329
I61A	390181	NODE_20705_length_392764_cov_9.510983
I61A	569878	NODE_11476_length_573164_cov_9.566670
I61A	90433	NODE_11028_length_90818_cov_9.829483
I61A	50296	NODE_8656_length_50383_cov_8.644939
I61A	90890	NODE_24266_length_90926_cov_9.676099
I61A	307070	NODE_18361_length_309174_cov_9.631347
I61A	77889	NODE_11025_length_78129_cov_9.809354
I61A	37074	NODE_27528_length_37440_cov_9.001469
I61A	57034	NODE_9122_length_57160_cov_9.735374
I61A	235995	NODE_17600_length_237290_cov_9.621884
I61A	44075	NODE_21458_length_44215_cov_8.803280
I61A	113076	NODE_10742_length_113918_cov_9.448577
I61A	128972	NODE_10853_length_129457_cov_9.550638
I61A	55623	NODE_23867_length_56003_cov_9.344196
I61A	66508	NODE_16805_length_66924_cov_9.232652
I61A	355090	NODE_3404_length_357074_cov_9.518441
I61A	208364	NODE_26978_length_209519_cov_9.385116
I61A	67981	NODE_27227_length_68333_cov_9.359738
I61A	84659	NODE_29861_length_85130_cov_8.922424
I61A	139773	NODE_18128_length_140225_cov_9.110801
I61A	99740	NODE_10754_length_100105_cov_9.495700
I61A	16396	NODE_155_length_16344_cov_10.882342
I61A	69682	NODE_931_length_70075_cov_9.783332
I61A	55776	NODE_32516_length_55886_cov_9.713220
I61A	121891	NODE_17435_length_122558_cov_9.360221
I61A	67392	NODE_17215_length_67869_cov_9.800881
I61A	43246	NODE_22577_length_43138_cov_9.620891
I61A	61168	NODE_15553_length_61103_cov_9.558598
I61A	18577	NODE_732_length_18538_cov_10.436509
I61A	347841	NODE_37752_length_349303_cov_9.084442
I61A	216384	NODE_11164_length_217745_cov_9.270688
I61A	192817	NODE_25483_length_193861_cov_8.945513
I61A	69549	NODE_1736_length_69704_cov_9.410952
I61A	192990	NODE_14272_length_194000_cov_9.541588
I61A	87928	NODE_13262_length_88202_cov_9.365389
I61A	110679	NODE_1955_length_110907_cov_9.706249
I61A	48129	NODE_15460_length_48355_cov_9.346913
I61A	23138	NODE_6926_length_23266_cov_10.048397
I61A	304097	NODE_17396_length_305373_cov_9.527997
I61A	61746	NODE_26869_length_62094_cov_9.366670
I61A	355298	NODE_18244_length_358025_cov_9.155561
I61A	92377	NODE_18170_length_92794_cov_9.412451
I61A	85277	NODE_17745_length_85977_cov_9.781814
I61A	8883	NODE_4848_length_8845_cov_11.026230
I61A	128234	NODE_10836_length_129142_cov_9.162751
I61A	351197	NODE_15437_length_352864_cov_9.563880
I61A	70826	NODE_18186_length_70921_cov_9.343284
I61A	155295	NODE_5950_length_155899_cov_9.641621
I61A	61794	NODE_20792_length_61847_cov_9.082089
I61A	133025	NODE_18079_length_133858_cov_9.338979
I61A	42926	NODE_64_length_42808_cov_9.640091
I61A	261128	NODE_5438_length_262486_cov_9.154690
I61A	65732	NODE_1180_length_65902_cov_9.422506
I61A	154253	NODE_14591_length_155163_cov_9.533381
I61A	128981	NODE_15681_length_129445_cov_9.325775
I61A	153379	NODE_6729_length_154018_cov_9.670616
I61A	81349	NODE_18324_length_81421_cov_9.130151
I61A	102676	NODE_6677_length_103128_cov_8.994095
I61A	8897	NODE_11_length_8779_cov_8.839275
I61A	49122	NODE_8180_length_49437_cov_9.579707
I61A	114241	NODE_29091_length_114687_cov_9.557771
I61A	125096	NODE_27673_length_125512_cov_9.562703
I61A	106138	NODE_969_length_106370_cov_9.618850
I61A	210303	NODE_15356_length_211483_cov_9.583432
I61A	73566	NODE_38083_length_74130_cov_7.873735
I61A	24924	NODE_10045_length_25115_cov_9.548278
I61A	110501	NODE_12365_length_110757_cov_9.406972
I61A	86211	NODE_17302_length_86665_cov_9.159741
I61A	55496	NODE_23440_length_55823_cov_9.148004
I61A	65562	NODE_17857_length_65927_cov_8.545270
I61A	185729	NODE_17104_length_186610_cov_9.397004
I61A	397796	NODE_22682_length_399830_cov_9.580212
I61A	25662	NODE_18293_length_25695_cov_9.739755
I61A	28812	NODE_7525_length_28877_cov_9.450185
I31A	148323	NODE_29623_length_149584_cov_7.231669
I31A	2537	NODE_23198_length_2429_cov_7.219432
I31A	196461	NODE_30858_length_197841_cov_7.403743
I31A	49333	NODE_32685_length_49772_cov_7.466949
I31A	3727	NODE_6631_length_3681_cov_6.527574
I31A	154569	NODE_38916_length_155963_cov_7.664324
I31A	75714	NODE_31124_length_76343_cov_7.533723
I31A	78600	NODE_1144_length_78931_cov_7.421685
I31A	20550	NODE_22183_length_20667_cov_7.260561
I31A	52512	NODE_27356_length_52691_cov_7.532899
I31A	88416	NODE_47921_length_88858_cov_7.741959
I31A	36313	NODE_16794_length_36353_cov_7.580777
I31A	187392	NODE_182_length_188989_cov_7.546699
I31A	69873	NODE_49073_length_70188_cov_7.549068
I31A	4304	NODE_22915_length_4267_cov_6.504101
I31A	141161	NODE_8630_length_141531_cov_7.639323
I31A	40696	NODE_13850_length_40609_cov_7.450984
I31A	153810	NODE_23201_length_154856_cov_7.445743
I31A	21874	NODE_15037_length_21927_cov_7.472842
I31A	51212	NODE_25585_length_51175_cov_7.636385
I31A	431828	NODE_37425_length_435066_cov_7.527021
I31A	62472	NODE_10210_length_62954_cov_7.410903
I31A	147777	NODE_13978_length_148868_cov_7.143086
I31A	23708	NODE_41263_length_23880_cov_7.249037
I31A	23902	NODE_30537_length_23862_cov_8.015212
I31A	70293	NODE_48093_length_70518_cov_7.551618
I31A	24964	NODE_30582_length_25159_cov_7.616837
I31A	45217	NODE_21627_length_45545_cov_7.374728
I31A	154322	NODE_32747_length_155622_cov_7.182178
I31A	62434	NODE_48950_length_62887_cov_7.474057
I31A	74233	NODE_23003_length_74333_cov_8.505361
I31A	188324	NODE_23589_length_189362_cov_7.420650
I31A	60211	NODE_30107_length_60161_cov_8.239474
I31A	82949	NODE_40506_length_83160_cov_7.573292
I31A	257703	NODE_38805_length_260172_cov_7.459342
I31A	93487	NODE_31874_length_94180_cov_7.439201
I31A	135650	NODE_31943_length_137392_cov_7.155635
I31A	29152	NODE_12362_length_29267_cov_7.655550
I31A	15655	NODE_12757_length_15587_cov_8.086033
I31A	24537	NODE_2641_length_24633_cov_7.681728
I31A	80659	NODE_2615_length_81081_cov_7.299700
I31A	92465	NODE_27453_length_93070_cov_7.592275
I31A	100349	NODE_21309_length_101264_cov_7.301005
I31A	93756	NODE_12230_length_94455_cov_7.515685
I31A	81039	NODE_16142_length_81352_cov_7.832198
I31A	18401	NODE_49090_length_18456_cov_7.196305
I31A	9286	NODE_7533_length_9262_cov_7.496977
I31A	107040	NODE_24116_length_107602_cov_7.546105
I31A	71363	NODE_18224_length_71529_cov_8.317647
I31A	176595	NODE_9545_length_177353_cov_7.377293
I31A	155719	NODE_22895_length_156263_cov_7.373755
I31A	86757	NODE_12839_length_87437_cov_7.353615
I31A	38926	NODE_34264_length_39283_cov_7.138355
I31A	97585	NODE_24169_length_98278_cov_7.611622
I31A	72367	NODE_14023_length_72903_cov_7.409352
I31A	35929	NODE_2548_length_36265_cov_7.312891
I31A	67176	NODE_49089_length_67482_cov_7.649684
I31A	80118	NODE_29084_length_80211_cov_7.575731
I31A	101014	NODE_44652_length_101182_cov_7.310095
I31A	12900	NODE_22503_length_12883_cov_7.196538
I31A	12902	NODE_38614_length_12851_cov_7.723057
I31A	51826	NODE_28760_length_52376_cov_7.022148
I31A	112503	NODE_29338_length_113048_cov_7.362403
I31A	52889	NODE_43800_length_53202_cov_7.376903
I31A	113674	NODE_44038_length_114428_cov_7.223363
I31A	26321	NODE_13609_length_26384_cov_7.327509
I31A	225762	NODE_7490_length_227721_cov_7.539287
I31A	34064	NODE_13476_length_34103_cov_7.411870
I31A	21438	NODE_31592_length_21473_cov_7.408094
I31A	16377	NODE_3551_length_16316_cov_7.507539
I31A	36791	NODE_3698_length_36901_cov_7.687325
I31A	119238	NODE_30719_length_119665_cov_7.630861
I31A	26463	NODE_7553_length_26435_cov_7.633630
I31A	96735	NODE_776_length_97671_cov_7.496903
I31A	13684	NODE_12458_length_13665_cov_6.696378
I31A	40523	NODE_11084_length_40564_cov_7.647347
I31A	149671	NODE_13746_length_150684_cov_7.340348
I31A	92587	NODE_37531_length_93000_cov_7.405785
I31A	82982	NODE_8789_length_83176_cov_7.869722
I31A	32241	NODE_25291_length_32631_cov_7.289602
I31A	203901	NODE_10888_length_205150_cov_7.613722
I31A	100631	NODE_12277_length_101440_cov_7.250749
I31A	255032	NODE_31062_length_257069_cov_7.811210
I31A	109217	NODE_25182_length_109563_cov_8.276124
I31A	61217	NODE_34317_length_61607_cov_7.218482
I31A	17869	NODE_16065_length_17961_cov_7.058906
I31A	106733	NODE_12789_length_107496_cov_7.516838
I31A	32177	NODE_8167_length_32386_cov_7.178658
I31A	50262	NODE_13953_length_50522_cov_7.518348
I31A	46930	NODE_8115_length_47079_cov_7.946516
I31A	57045	NODE_9024_length_57249_cov_7.128212
I31A	123076	NODE_17022_length_123724_cov_7.569526
I31A	32406	NODE_4712_length_32469_cov_7.880963
I31A	82566	NODE_5234_length_83074_cov_7.399018
I31A	42335	NODE_19844_length_42643_cov_7.079521
I31A	130004	NODE_38366_length_130637_cov_7.533892
I31A	11878	NODE_6654_length_11902_cov_7.196522
I31A	98634	NODE_23480_length_99048_cov_8.098074
I31A	56248	NODE_22019_length_56584_cov_7.527322
I31A	194629	NODE_22502_length_195118_cov_8.005540
I31A	75364	NODE_29688_length_75560_cov_7.497221
I31A	14476	NODE_13541_length_14368_cov_7.926503
I31A	18230	NODE_28016_length_18146_cov_7.182630
I31A	145160	NODE_21523_length_146223_cov_7.477558
I31A	66058	NODE_43034_length_66354_cov_7.543705
I31A	109101	NODE_49157_length_109920_cov_7.387600
I31A	89510	NODE_13252_length_89708_cov_7.408971
I31A	80726	NODE_32800_length_80630_cov_8.128960
I31A	141169	NODE_48377_length_142107_cov_7.383704
I31A	205574	NODE_21343_length_206858_cov_7.780453
I31A	87515	NODE_32241_length_87996_cov_7.508364
I31A	138915	NODE_32569_length_140222_cov_7.373807
I31A	19745	NODE_26513_length_19940_cov_7.555165
I31A	121509	NODE_32614_length_121986_cov_7.476194
I31A	43760	NODE_23724_length_44001_cov_7.410172
I31A	41826	NODE_23697_length_42125_cov_7.322873
I31A	79337	NODE_5071_length_80146_cov_7.424787
I31A	34431	NODE_44342_length_34493_cov_7.494651
I31A	39069	NODE_18636_length_39219_cov_7.346822
I31A	74067	NODE_24489_length_74400_cov_7.232029
I31A	82456	NODE_35434_length_83220_cov_7.526220
I31A	59775	NODE_23816_length_59969_cov_7.480482
I31A	30125	NODE_18980_length_30434_cov_7.662220
I31A	13076	NODE_13558_length_13223_cov_7.417454
I31A	40401	NODE_22493_length_40538_cov_7.265430
I31A	143891	NODE_20337_length_145359_cov_7.418398
I31A	227798	NODE_20921_length_229209_cov_7.454725
I31A	58225	NODE_10009_length_58469_cov_7.654757
I31A	107469	NODE_7570_length_108306_cov_7.394761
I31A	58928	NODE_14903_length_59331_cov_7.166271
I31A	33471	NODE_38396_length_33499_cov_7.622437
I31A	24694	NODE_13351_length_24678_cov_7.193816
I31A	225045	NODE_30720_length_226943_cov_7.368657
I31A	16032	NODE_8867_length_15884_cov_7.369995
I31A	142727	NODE_12932_length_144112_cov_7.388906
I31A	4541	NODE_233_length_4433_cov_164.007446
I31A	38356	NODE_20341_length_38246_cov_7.473200
I31A	184550	NODE_17247_length_185544_cov_7.537366
I31A	64197	NODE_13377_length_64780_cov_7.529639
I31A	79118	NODE_33133_length_79608_cov_7.782020
I31A	46406	NODE_32402_length_46671_cov_7.207752
I31A	66887	NODE_12512_length_67167_cov_7.627183
I31A	76186	NODE_40543_length_76657_cov_7.707242
I31A	48805	NODE_13914_length_48751_cov_8.115485
I31A	7961	NODE_20676_length_7853_cov_8.748121
I31A	89405	NODE_32623_length_89733_cov_7.350205
I31A	4215	NODE_16_length_4107_cov_158.368881
I31A	316740	NODE_49223_length_318606_cov_7.526396
I31A	213462	NODE_32670_length_214840_cov_7.471653
I31A	35631	NODE_31898_length_35713_cov_7.125109
I31A	29305	NODE_33046_length_29102_cov_7.483713
I31A	131591	NODE_23685_length_132912_cov_7.473727
I31A	180652	NODE_28677_length_181891_cov_7.635650
I31A	178050	NODE_7920_length_179462_cov_7.295767
I31A	145511	NODE_11726_length_146663_cov_7.684924
I31A	19984	NODE_23494_length_20077_cov_6.787568
I31A	118758	NODE_13464_length_119264_cov_8.472372
I31A	82598	NODE_11471_length_83065_cov_7.683778
I31A	72493	NODE_11619_length_73103_cov_7.268717
I31A	8709	NODE_20178_length_8643_cov_7.105519
I31A	102361	NODE_32410_length_103344_cov_7.207376
I31A	7400	NODE_11076_length_7292_cov_6.967773
I31A	47483	NODE_21710_length_48174_cov_7.528937
I31A	36490	NODE_12791_length_36801_cov_7.239504
I31A	112235	NODE_28968_length_112975_cov_7.653747
I31A	6246	NODE_22904_length_6305_cov_7.042506
I31A	106095	NODE_36884_length_106970_cov_7.537665
I31A	67888	NODE_12184_length_68010_cov_7.534260
I31A	13635	NODE_23853_length_13638_cov_7.357310
I31A	191315	NODE_27731_length_192666_cov_7.423713
I31A	58451	NODE_20151_length_58514_cov_7.697013
I31A	127955	NODE_13369_length_129316_cov_7.606298
I31A	108775	NODE_24728_length_109102_cov_7.780710
I31A	14215	NODE_14104_length_14311_cov_6.887499
I31A	53342	NODE_24110_length_53517_cov_7.860754
I31A	15064	NODE_6687_length_15086_cov_7.427615
I31A	50909	NODE_24130_length_51129_cov_7.395040
I31A	10280	NODE_12183_length_10244_cov_7.651699
I31A	187382	NODE_28527_length_189016_cov_7.470013
I31A	275127	NODE_17047_length_278060_cov_7.465720
I31A	61672	NODE_35798_length_61759_cov_7.637608
I31A	43551	NODE_12030_length_44005_cov_7.294535
I31A	38898	NODE_28774_length_38974_cov_7.799636
I31A	96951	NODE_3411_length_97452_cov_7.450355
I31A	74619	NODE_38905_length_74982_cov_7.478208
I31A	32290	NODE_13266_length_32460_cov_7.288663
I31A	87612	NODE_44245_length_88336_cov_7.383921
I31A	94735	NODE_13759_length_94821_cov_7.352675
I31A	63600	NODE_24157_length_64077_cov_7.170779
I31A	38991	NODE_16145_length_38977_cov_7.843036
I31A	616951	NODE_32156_length_621563_cov_7.640662
I31A	151289	NODE_38768_length_152059_cov_7.524079
I31A	167167	NODE_22280_length_168734_cov_7.402734
I31A	121081	NODE_25451_length_121819_cov_7.620732
I31A	88559	NODE_26546_length_89619_cov_7.331827
I31A	67120	NODE_32761_length_67348_cov_8.091139
I31A	11706	NODE_43942_length_11778_cov_6.604687
I31A	333081	NODE_4738_length_335561_cov_7.593976
I31A	19860	NODE_8658_length_19800_cov_7.544596
I31A	73278	NODE_23476_length_73861_cov_7.363182
I31A	84392	NODE_44270_length_84984_cov_7.616775
I31A	105032	NODE_45172_length_105617_cov_7.274766
I31A	125920	NODE_35781_length_127025_cov_7.569046
I31A	105133	NODE_22289_length_106627_cov_7.346263
I31A	52187	NODE_33430_length_52717_cov_7.279739
I31A	103319	NODE_28902_length_103700_cov_8.552353
I31A	107680	NODE_52518_length_108252_cov_7.557764
I31A	253770	NODE_38743_length_256077_cov_7.402570
I31A	108866	NODE_4418_length_109241_cov_7.642140
I31A	4798	NODE_23293_length_4758_cov_6.270702
I31A	131769	NODE_32346_length_132672_cov_7.405074
I31A	87765	NODE_31918_length_88322_cov_7.422816
I31A	238432	NODE_35489_length_241416_cov_7.427146
I31A	145718	NODE_26907_length_146881_cov_7.588517
I31A	214361	NODE_25467_length_215898_cov_7.477767
I31A	1603	NODE_23044_length_1595_cov_4.845141
I31A	38369	NODE_38758_length_38288_cov_7.255615
I31A	52856	NODE_19119_length_53174_cov_7.508200
I31A	71822	NODE_6705_length_72360_cov_7.522319
I31A	76381	NODE_20267_length_76611_cov_7.508987
I31A	109009	NODE_13131_length_109507_cov_7.407243
I31A	38375	NODE_13286_length_38645_cov_7.302989
I31A	82826	NODE_866_length_83128_cov_7.374483
I31A	150631	NODE_32879_length_151649_cov_7.354648
I31A	94121	NODE_12686_length_94509_cov_7.555481
I31A	61441	NODE_23099_length_61811_cov_7.531750
I31A	45776	NODE_22539_length_45881_cov_7.548702
I31A	46035	NODE_23999_length_46218_cov_7.968692
I31A	15718	NODE_23270_length_15591_cov_7.717401
I31A	64573	NODE_23341_length_65307_cov_7.464820
I31A	33336	NODE_32000_length_33367_cov_7.502712
I31A	101034	NODE_24150_length_101315_cov_7.603336
I31A	56708	NODE_129_length_57016_cov_7.482934
I31A	172751	NODE_27300_length_173596_cov_7.527506
I31A	8021	NODE_19721_length_8004_cov_6.940155
I31A	85464	NODE_7497_length_86053_cov_7.304266
I31A	157796	NODE_23577_length_158822_cov_7.372505
I31A	27158	NODE_29490_length_27420_cov_7.521955
I31A	39647	NODE_24154_length_39739_cov_7.521125
I31A	27388	NODE_27938_length_27421_cov_7.203530
I31A	24273	NODE_22522_length_24362_cov_7.444791
I31A	262894	NODE_49103_length_264037_cov_7.582645
I31A	59420	NODE_45142_length_59716_cov_7.314924
I31A	238584	NODE_29765_length_240203_cov_7.626187
I31A	79034	NODE_38157_length_79406_cov_7.355679
I31A	23376	NODE_13966_length_23418_cov_7.746819
I31A	79623	NODE_9983_length_79608_cov_7.583597
I31A	40477	NODE_16632_length_40566_cov_8.260070
I31A	201241	NODE_11639_length_202736_cov_7.473049
I31A	74201	NODE_3591_length_74311_cov_8.295031
I31A	56517	NODE_24123_length_56956_cov_7.330360
I31A	274741	NODE_28589_length_277458_cov_7.481150
I31A	222260	NODE_38221_length_223765_cov_7.413380
I31A	123640	NODE_37934_length_124635_cov_7.832904
I31A	46311	NODE_24143_length_46766_cov_7.183338
I31A	167667	NODE_14494_length_169178_cov_7.564494
I31A	45561	NODE_44348_length_45800_cov_7.331681
I31A	186535	NODE_21747_length_187940_cov_7.413047
I31A	114446	NODE_13647_length_114893_cov_7.677657
I31A	78459	NODE_10845_length_78882_cov_7.723764
I31A	7849	NODE_17500_length_7800_cov_8.547179
I31A	76610	NODE_23836_length_76506_cov_7.649544
I31A	184721	NODE_24134_length_186454_cov_7.437953
I31A	11369	NODE_36659_length_11269_cov_8.180584
I31A	97212	NODE_36360_length_97613_cov_7.356510
I31A	97169	NODE_13155_length_97758_cov_7.460034
I31A	106602	NODE_29304_length_107620_cov_7.629790
I31A	63736	NODE_9915_length_63918_cov_7.607450
I31A	30396	NODE_13639_length_30407_cov_7.570724
I31A	106338	NODE_8126_length_106759_cov_7.730346
I31A	6307	NODE_10817_length_6293_cov_6.088988
I31A	94064	NODE_30630_length_95020_cov_7.638602
I31A	52323	NODE_38399_length_52484_cov_7.063295
I31A	115820	NODE_36060_length_116636_cov_7.410182
I31A	85882	NODE_13441_length_86196_cov_7.222389
I31A	158017	NODE_17174_length_158826_cov_7.342192
I31A	56945	NODE_11305_length_57061_cov_7.624279
I31A	108689	NODE_2365_length_109512_cov_7.505223
I31A	22327	NODE_11970_length_22297_cov_7.169933
I31A	45298	NODE_5368_length_45456_cov_7.562324
I31A	41962	NODE_6230_length_42283_cov_8.166828
I31A	6804	NODE_1165_length_6749_cov_7.798340
I31A	21908	NODE_10643_length_21856_cov_8.210835
I31A	241940	NODE_23593_length_243246_cov_7.565086
I31A	98902	NODE_28138_length_99360_cov_7.771226
I31A	21546	NODE_19053_length_21789_cov_6.873193
I31A	52374	NODE_23047_length_52644_cov_7.266260
I31A	137596	NODE_31767_length_138892_cov_7.555230
I31A	151200	NODE_44564_length_151612_cov_7.615407
I31A	62773	NODE_14025_length_63016_cov_7.284150
I31A	121556	NODE_32572_length_122158_cov_7.765615
I31A	83574	NODE_35972_length_83563_cov_7.542297
I31A	49576	NODE_15819_length_49437_cov_7.916358
I31A	41294	NODE_13315_length_41540_cov_7.262253
I31A	285490	NODE_36500_length_287940_cov_7.360916
I31A	44153	NODE_13008_length_44331_cov_7.213147
I31A	51743	NODE_8921_length_51735_cov_7.616140
I31A	50380	NODE_31829_length_50876_cov_7.297114
I31A	75742	NODE_46878_length_76145_cov_7.419082
I31A	171842	NODE_16425_length_173456_cov_7.494125
I31A	193644	NODE_44033_length_194881_cov_7.488652
I31A	193236	NODE_70885_length_194368_cov_7.508551
I31A	28440	NODE_17971_length_28804_cov_7.191883
I31A	73549	NODE_22337_length_74291_cov_7.530939
I31A	10496	NODE_13088_length_10579_cov_7.665186
I31A	28265	NODE_29978_length_28341_cov_7.368053
I31A	51555	NODE_22058_length_52116_cov_7.496930
I31A	14679	NODE_9919_length_14651_cov_7.355812
I31A	53899	NODE_23698_length_54359_cov_7.324380
I31A	55337	NODE_21443_length_55358_cov_8.053958
I31A	167086	NODE_2431_length_168074_cov_7.826172
I31A	142097	NODE_21117_length_143071_cov_7.748607
I31A	46353	NODE_53513_length_46512_cov_7.129687
I31A	9336	NODE_13003_length_9409_cov_6.992560
I31A	15468	NODE_8724_length_15360_cov_7.971614
I31A	25933	NODE_940_length_25906_cov_8.146144
I31A	65886	NODE_22182_length_66130_cov_7.551777
I31A	51991	NODE_13244_length_52357_cov_7.362969
I31A	226832	NODE_10019_length_228445_cov_7.370925
I31A	5009	NODE_12523_length_4958_cov_6.234772
I31A	62664	NODE_8855_length_62925_cov_7.383234
I31A	10516	NODE_7449_length_10604_cov_7.846756
I31A	45570	NODE_24042_length_45875_cov_7.710670
I31A	160282	NODE_44177_length_161553_cov_7.359709
I31A	60556	NODE_28058_length_60700_cov_7.702010
I31A	9363	NODE_13963_length_9290_cov_7.897847
I31A	108588	NODE_19103_length_109527_cov_7.292713
I31A	98402	NODE_8338_length_99053_cov_7.685462
I31A	56484	NODE_23164_length_56730_cov_7.744597
I31A	36699	NODE_11494_length_36773_cov_7.410301
I31A	93228	NODE_29043_length_93644_cov_7.468007
I31A	41883	NODE_48330_length_41993_cov_7.228729
I31A	28297	NODE_27291_length_28312_cov_7.396969
I31A	89097	NODE_38287_length_89655_cov_7.530210
I31A	46637	NODE_7921_length_47019_cov_7.269572
I31A	123832	NODE_85_length_124977_cov_7.438137
I31A	52025	NODE_21069_length_52041_cov_7.731980
I31A	92085	NODE_1351_length_92702_cov_7.567442
I31A	12451	NODE_7460_length_12411_cov_7.353396
I31A	48583	NODE_13806_length_48761_cov_7.458809
I31A	260959	NODE_52625_length_262265_cov_7.311407
I31A	218047	NODE_11667_length_219358_cov_7.650188
I31A	44713	NODE_14019_length_45068_cov_7.464875
I31A	130601	NODE_33502_length_131345_cov_7.538368
I31A	33530	NODE_29330_length_33547_cov_7.189704
I31A	228627	NODE_33497_length_230216_cov_7.594342
I31A	32477	NODE_13876_length_32783_cov_7.580514
I31A	120312	NODE_28847_length_120695_cov_7.222097
I31A	54137	NODE_21629_length_54740_cov_7.232134
I31A	238670	NODE_25018_length_239971_cov_7.604540
I31A	56773	NODE_13188_length_57341_cov_7.329381
I31A	1845	NODE_12564_length_1737_cov_7.397812
I31A	97225	NODE_17101_length_98387_cov_7.240571
I31A	30450	NODE_22411_length_30636_cov_7.602363
I31A	19530	NODE_13507_length_19437_cov_7.839070
I31A	69080	NODE_32953_length_70067_cov_7.395792
I31A	184435	NODE_23524_length_185791_cov_7.384551
I31A	53143	NODE_30927_length_53530_cov_7.467345
I31A	76543	NODE_12360_length_76928_cov_7.200356
I31A	42535	NODE_10289_length_42594_cov_7.989247
I31A	149373	NODE_32725_length_150608_cov_7.345825
I31A	57817	NODE_37068_length_57949_cov_7.110908
I31A	139643	NODE_22974_length_140252_cov_7.598758
I31A	111399	NODE_4205_length_112015_cov_7.674365
I31A	117711	NODE_20331_length_118597_cov_7.401376
I31A	220387	NODE_36001_length_221746_cov_7.538436
I31A	21190	NODE_12985_length_21226_cov_7.896589
I31A	41313	NODE_46719_length_41748_cov_7.234622
I31A	12253	NODE_14071_length_12262_cov_7.841380
I31A	78810	NODE_3398_length_79458_cov_7.983211
I31A	171404	NODE_23659_length_172692_cov_7.277338
I31A	45129	NODE_19944_length_45401_cov_7.469902
I31A	47258	NODE_10645_length_47714_cov_7.149264
I31A	161070	NODE_39135_length_162054_cov_7.448178
I31A	163719	NODE_23830_length_164861_cov_7.386156
I31A	79021	NODE_6126_length_79577_cov_7.406260
I31A	40466	NODE_30177_length_40700_cov_7.018723
I31A	16723	NODE_23540_length_16589_cov_7.476340
I31A	51465	NODE_18804_length_52026_cov_7.327817
I31A	47574	NODE_26979_length_47980_cov_7.387891
I31A	56710	NODE_38177_length_56944_cov_7.389330
I31A	120740	NODE_28834_length_121590_cov_7.649001
I31A	87525	NODE_43917_length_87870_cov_7.863583
I31A	31667	NODE_20851_length_31985_cov_7.842895
I31A	97880	NODE_48560_length_98842_cov_7.164616
I31A	56943	NODE_14107_length_57305_cov_7.391641
I31A	30115	NODE_30910_length_30289_cov_7.428406
I31A	105146	NODE_11446_length_105906_cov_7.188818
I31A	41471	NODE_38881_length_41481_cov_7.200501
I31A	99622	NODE_23497_length_100155_cov_7.214368
I31A	32862	NODE_12037_length_33029_cov_7.303793
I31A	3012	NODE_9486_length_2904_cov_8.075068
I31A	83585	NODE_12779_length_84133_cov_7.452415
I31A	126884	NODE_32681_length_127998_cov_7.291286
I31A	75493	NODE_23820_length_75986_cov_7.263785
I31A	29161	NODE_38101_length_29226_cov_7.410662
I31A	62578	NODE_24152_length_63048_cov_7.460744
I31A	47281	NODE_27442_length_47530_cov_7.554429
I31A	180391	NODE_28154_length_181871_cov_7.325016
I31A	16188	NODE_13210_length_16179_cov_7.788986
I31A	16851	NODE_32195_length_16918_cov_6.917543
I31A	50065	NODE_23882_length_50191_cov_7.757148
I31A	72228	NODE_28710_length_72420_cov_7.818572
I31A	161506	NODE_17855_length_162437_cov_7.610612
I31A	86155	NODE_31903_length_86871_cov_7.317367
I31A	85825	NODE_23614_length_86308_cov_7.595947
I31A	279953	NODE_37590_length_281549_cov_7.344391
I31A	75771	NODE_22813_length_76380_cov_7.355564
I31A	151745	NODE_21030_length_153174_cov_7.511523
I31A	41527	NODE_24138_length_41610_cov_7.555155
I31A	179061	NODE_2672_length_179785_cov_7.448491
I31A	83224	NODE_14062_length_84183_cov_7.450186
I31A	13385	NODE_27226_length_13283_cov_7.484906
I31A	87771	NODE_29258_length_88038_cov_7.482951
I31A	65464	NODE_34412_length_65699_cov_7.310629
I31A	66157	NODE_11879_length_66380_cov_7.685191
I31A	148102	NODE_35731_length_149104_cov_7.282568
I31A	100372	NODE_53176_length_100601_cov_7.349241
I31A	50926	NODE_40537_length_51002_cov_8.149504
I31A	189139	NODE_22191_length_190037_cov_7.455780
I31A	304346	NODE_8859_length_307373_cov_7.478747
I31A	94358	NODE_31526_length_94927_cov_7.545114
I31A	60530	NODE_23828_length_60873_cov_7.388662
